facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-00308-NILE-AMURU-MEDICAL-CENTRE,Nile Amuru Medical Centre,Nile Amuru Medical Centre Limited,CLINIC,Health Centre,HC IV,Private for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Emergency,true,AAR|Prudential|UAP Old Mutual|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Amuru,Amuru,Amuru Municipal,"Amuru Municipal, Amuru, Uganda",2.82338,31.96142,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25672431133,billing.0308@nile.amuru.medical.centre.test.ug,Provider Relations 0308,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000308,UG-REG-TEST-000308,HC IV,SMART-UG-00308,SLADE-UG-00308
UG-FAC-00309-ST-MARY-S-MOYO-MEDICAL-CENTRE,St. Mary's Moyo Medical Centre,St. Mary's Moyo Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private not for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Maternity,true,Liberty|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Moyo,Moyo,Moyo East,"Moyo East, Moyo, Uganda",3.699614,31.722713,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672439052,billing.0309@st.mary.s.moyo.medical.centre.test.ug,Provider Relations 0309,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000309,UG-REG-TEST-000309,HC III,SMART-UG-00309,SLADE-UG-00309
UG-FAC-00310-FAMILY-NWOYA-MEDICAL-CENTRE,Family Nwoya Medical Centre,Family Nwoya Medical Centre Limited,CLINIC,Medical Clinic,Outpatient Clinic,Private not for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Maternity,true,Medical Concierge|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Nwoya,Nwoya,Nwoya Hill View,"Nwoya Hill View, Nwoya, Uganda",2.598044,32.038054,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25672446971,billing.0310@family.nwoya.medical.centre.test.ug,Provider Relations 0310,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000310,UG-REG-TEST-000310,Outpatient Clinic,SMART-UG-00310,SLADE-UG-00310
UG-FAC-00311-AAR-HEALTH-CARE-KABAROLE-WEST,AAR Health Care Kabarole West,AAR Health Care Kabarole West Limited,CLINIC,Medical Clinic,HC IV,Private for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Maternity,true,UAP Old Mutual,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kabarole,Kabarole,Kabarole Municipal,"Kabarole Municipal, Kabarole, Uganda",0.588761,30.285634,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672454890,billing.0311@aar.health.care.kabarole.west.test.ug,Provider Relations 0311,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000311,UG-REG-TEST-000311,HC IV,SMART-UG-00311,SLADE-UG-00311
UG-FAC-00312-BRIDGE-ARUA-MEDICAL-CENTRE,Bridge Arua Medical Centre,Bridge Arua Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private for profit,PARTNER,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Emergency,true,Liberty|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Arua,Arua,Arua Market Ward,"Arua Market Ward, Arua, Uganda",3.033488,30.905787,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672462809,billing.0312@bridge.arua.medical.centre.test.ug,Provider Relations 0312,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000312,UG-REG-TEST-000312,HC III,SMART-UG-00312,SLADE-UG-00312
UG-FAC-00313-FAMILY-YUMBE-MEDICAL-CENTRE,Family Yumbe Medical Centre,Family Yumbe Medical Centre,CLINIC,Health Centre,HC III,Government,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Minor Surgery,true,UAP Old Mutual|AAR|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Yumbe,Yumbe,Yumbe Lake View,"Yumbe Lake View, Yumbe, Uganda",3.452168,31.220646,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672470728,billing.0313@family.yumbe.medical.centre.test.ug,Provider Relations 0313,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000313,,HC III,SMART-UG-00313,SLADE-UG-00313
UG-FAC-00314-TRUST-ADJUMANI-MEDICAL-CENTRE,Trust Adjumani Medical Centre,Trust Adjumani Medical Centre Limited,CLINIC,Health Centre,HC IV,Private not for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Maternity,true,Sanlam|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Adjumani,Adjumani,Adjumani West,"Adjumani West, Adjumani, Uganda",3.377806,31.81083,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672478647,billing.0314@trust.adjumani.medical.centre.test.ug,Provider Relations 0314,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000314,UG-REG-TEST-000314,HC IV,SMART-UG-00314,SLADE-UG-00314
UG-FAC-00315-WELLNESS-SOROTI-MEDICAL-CENTRE,Wellness Soroti Medical Centre,Wellness Soroti Medical Centre Limited,CLINIC,Health Centre,HC III,Private for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Minor Surgery,true,UAP Old Mutual|Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Soroti,Soroti,Soroti University Ward,"Soroti University Ward, Soroti, Uganda",1.725984,33.583239,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",+25672486566,billing.0315@wellness.soroti.medical.centre.test.ug,Provider Relations 0315,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000315,UG-REG-TEST-000315,HC III,SMART-UG-00315,SLADE-UG-00315
UG-FAC-00316-ST-MARY-S-KYANKWANZI-MEDICAL-CENTR,St. Mary's Kyankwanzi Medical Centre,St. Mary's Kyankwanzi Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Minor Surgery,true,Medical Concierge|GA Insurance|UAP Old Mutual|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kyankwanzi,Kyankwanzi,Kyankwanzi University Ward,"Kyankwanzi University Ward, Kyankwanzi, Uganda",1.210132,31.80431,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672494485,billing.0316@st.mary.s.kyankwanzi.medical.centre.test.ug,Provider Relations 0316,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000316,UG-REG-TEST-000316,HC III,SMART-UG-00316,SLADE-UG-00316
UG-FAC-00317-BRIDGE-KAPCHORWA-MEDICAL-CENTRE,Bridge Kapchorwa Medical Centre,Bridge Kapchorwa Medical Centre Limited,CLINIC,Health Centre,HC IV,Private for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Minor Surgery,true,UAP Old Mutual|GA Insurance|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Kapchorwa,Kapchorwa,Kapchorwa Mission Ward,"Kapchorwa Mission Ward, Kapchorwa, Uganda",1.392011,34.493341,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672502404,billing.0317@bridge.kapchorwa.medical.centre.test.ug,Provider Relations 0317,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000317,UG-REG-TEST-000317,HC IV,SMART-UG-00317,SLADE-UG-00317
UG-FAC-00318-ST-LUKE-S-KYANKWANZI-MEDICAL-CENTR,St. Luke's Kyankwanzi Medical Centre 36,St. Luke's Kyankwanzi Medical Centre 36 Limited,CLINIC,Medical Clinic,Outpatient Clinic,Private for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Chronic Care,true,ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kyankwanzi,Kyankwanzi,Kyankwanzi East,"Kyankwanzi East, Kyankwanzi, Uganda",1.20103,31.76062,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672510323,billing.0318@st.luke.s.kyankwanzi.medical.centre.36.test.ug,Provider Relations 0318,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000318,UG-REG-TEST-000318,Outpatient Clinic,SMART-UG-00318,SLADE-UG-00318
UG-FAC-00319-HOPE-BUSHENYI-MEDICAL-CENTRE,Hope Bushenyi Medical Centre,Hope Bushenyi Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private not for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Emergency,true,Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Bushenyi,Bushenyi,Bushenyi Town Council,"Bushenyi Town Council, Bushenyi, Uganda",-0.566356,30.203122,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672518242,billing.0319@hope.bushenyi.medical.centre.test.ug,Provider Relations 0319,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000319,UG-REG-TEST-000319,HC III,SMART-UG-00319,SLADE-UG-00319
UG-FAC-00320-ST-LUKE-S-FORT-PORTAL-MEDICAL-CENT,St. Luke's Fort Portal Medical Centre,St. Luke's Fort Portal Medical Centre Limited,CLINIC,Health Centre,HC III,Private for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Maternity,true,Medical Concierge|AAR|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Fort Portal,Fort Portal,Fort Portal Mission Ward,"Fort Portal Mission Ward, Fort Portal, Uganda",0.653361,30.290378,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672526161,billing.0320@st.luke.s.fort.portal.medical.centre.test.ug,Provider Relations 0320,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000320,UG-REG-TEST-000320,HC III,SMART-UG-00320,SLADE-UG-00320
UG-FAC-00321-HOPE-PALLISA-MEDICAL-CENTRE,Hope Pallisa Medical Centre,Hope Pallisa Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private not for profit,PARTNER,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Minor Surgery,true,Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa Hill View,"Pallisa Hill View, Pallisa, Uganda",1.134666,33.714915,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672534080,billing.0321@hope.pallisa.medical.centre.test.ug,Provider Relations 0321,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000321,UG-REG-TEST-000321,HC III,SMART-UG-00321,SLADE-UG-00321
UG-FAC-00322-GRACE-HOIMA-MEDICAL-CENTRE,Grace Hoima Medical Centre,Grace Hoima Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private for profit,PARTNER,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Minor Surgery,true,Jubilee|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Hoima,Hoima,Hoima Industrial Area,"Hoima Industrial Area, Hoima, Uganda",1.468976,31.355039,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672541999,billing.0322@grace.hoima.medical.centre.test.ug,Provider Relations 0322,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000322,UG-REG-TEST-000322,HC III,SMART-UG-00322,SLADE-UG-00322
UG-FAC-00323-INTERNATIONAL-MEDICAL-CENTRE-MASAK,International Medical Centre Masaka Industrial Area,International Medical Centre Masaka Industrial Area Limited,CLINIC,Health Centre,HC III,Private not for profit,PARTNER,ACTIVE,Health Centre,false,Outpatient|Laboratory|Chronic Care,true,Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Masaka,Masaka,Masaka University Ward,"Masaka University Ward, Masaka, Uganda",-0.344988,31.744604,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672549918,billing.0323@international.medical.centre.masaka.indust.test.ug,Provider Relations 0323,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000323,UG-REG-TEST-000323,HC III,SMART-UG-00323,SLADE-UG-00323
UG-FAC-00324-LIFE-PALLISA-MEDICAL-CENTRE,Life Pallisa Medical Centre,Life Pallisa Medical Centre Limited,CLINIC,Health Centre,HC IV,Private not for profit,PARTNER,ACTIVE,Health Centre,false,Outpatient|Laboratory|Maternity,true,Liberty|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa East,"Pallisa East, Pallisa, Uganda",1.115964,33.716416,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672557837,billing.0324@life.pallisa.medical.centre.test.ug,Provider Relations 0324,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000324,UG-REG-TEST-000324,HC IV,SMART-UG-00324,SLADE-UG-00324
UG-FAC-00325-LIFE-WAKISO-MEDICAL-CENTRE,Life Wakiso Medical Centre,Life Wakiso Medical Centre Limited,CLINIC,Medical Clinic,HC III,Private for profit,PANEL,ACTIVE,Medical Clinic,false,Outpatient|Laboratory|Chronic Care,true,Medical Concierge|AAR|Liberty|UAP Old Mutual,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Wakiso,Wakiso,Wakiso University Ward,"Wakiso University Ward, Wakiso, Uganda",0.39794,32.463936,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672565756,billing.0325@life.wakiso.medical.centre.test.ug,Provider Relations 0325,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000325,UG-REG-TEST-000325,HC III,SMART-UG-00325,SLADE-UG-00325
UG-FAC-00326-PEARL-BUSHENYI-MEDICAL-CENTRE,Pearl Bushenyi Medical Centre,Pearl Bushenyi Medical Centre Limited,CLINIC,Health Centre,HC III,Private for profit,PANEL,ACTIVE,Health Centre,false,Outpatient|Laboratory|Emergency,true,Jubilee|UAP Old Mutual|Medical Concierge|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Bushenyi,Bushenyi,Bushenyi Municipal,"Bushenyi Municipal, Bushenyi, Uganda",-0.574776,30.233177,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672573675,billing.0326@pearl.bushenyi.medical.centre.test.ug,Provider Relations 0326,30,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000326,UG-REG-TEST-000326,HC III,SMART-UG-00326,SLADE-UG-00326
UG-FAC-00327-MEDIPAL-GULU-CENTRAL,Medipal Gulu Central,Medipal Gulu Central,CLINIC,Health Centre,HC III,Government,PARTNER,ACTIVE,Health Centre,false,Outpatient|Laboratory|Chronic Care,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Gulu,Gulu,Gulu West,"Gulu West, Gulu, Uganda",2.742444,32.310203,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25672581594,billing.0327@medipal.gulu.central.test.ug,Provider Relations 0327,21,65000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-000327,,HC III,SMART-UG-00327,SLADE-UG-00327
